Theta_now,V_trans,Lmot_RPM,Rmot_RPM,Output_lmot,Output_rmot,DN_Lmot,DN_Rmot
6.34,0.46,7.28,6.78,-119.00,-119.00,-160,-158
5.45,0.49,7.74,7.22,-125.00,-125.00,-148,-146
4.62,0.51,8.14,7.59,-120.00,-120.00,-136,-134
3.56,0.54,8.58,8.05,-79.00,-79.00,-122,-122
1.98,0.57,8.96,8.43,-96.00,-96.00,-109,-109
0.75,0.59,9.35,8.85,-90.00,-90.00,-96,-96
-0.51,0.61,9.65,9.18,-82.00,-82.00,-83,-83
-1.77,0.63,9.97,9.54,-38.00,-38.00,-69,-70
-3.05,0.65,10.23,9.83,-63.00,-63.00,-56,-57
-4.25,0.67,10.50,10.08,-54.00,-54.00,-42,-44
-5.44,0.68,10.67,10.25,-48.00,-48.00,-29,-31
-6.69,0.69,10.85,10.45,56.00,56.00,-17,-19
-7.96,0.70,10.96,10.57,44.00,44.00,-4,-7
-9.01,0.70,10.89,10.52,52.00,52.00,6,3
-9.17,0.69,10.89,10.49,-62.00,-62.00,17,14
-9.13,0.69,10.80,10.39,-66.00,-66.00,28,24
-9.16,0.69,10.77,10.37,-104.00,-104.00,39,35
-9.83,0.68,10.74,10.34,-81.00,-81.00,50,45
-10.62,0.69,10.73,10.37,-64.00,-64.00,61,56
-11.69,0.69,10.76,10.36,-43.00,-43.00,73,67
-12.89,0.69,10.85,10.44,33.00,33.00,85,79
-14.33,0.69,10.83,10.40,66.00,66.00,96,89
-15.64,0.69,10.79,10.33,0.00,0.00,107,99
-16.44,0.68,10.74,10.15,80.00,80.00,118,109
-17.27,0.67,10.64,10.04,96.00,96.00,128,118
-17.18,0.65,10.37,9.74,54.00,54.00,136,125
-16.96,0.63,10.06,9.39,0.00,0.00,143,131
-17.18,0.61,9.77,9.05,0.00,0.00,151,137
-17.48,0.59,9.43,8.69,0.00,0.00,157,143
-17.98,0.57,9.15,8.39,65.00,65.00,165,149
-18.24,0.55,8.86,8.05,73.00,73.00,171,155
-18.46,0.53,8.54,7.72,72.00,72.00,177,159
-18.14,0.50,8.16,7.31,52.00,52.00,182,163
-18.10,0.48,7.78,6.86,48.00,48.00,186,166
-17.99,0.45,7.38,6.41,43.00,43.00,190,168
-17.87,0.42,6.97,5.96,42.00,42.00,194,170
-17.73,0.39,6.59,5.51,38.00,38.00,197,172
-17.65,0.37,6.24,5.08,41.00,41.00,200,173
-17.53,0.34,5.85,4.66,44.00,44.00,202,174
-17.63,0.32,5.53,4.27,54.00,54.00,205,174
-17.63,0.29,5.19,3.84,61.00,61.00,207,174
-17.64,0.27,4.81,3.46,70.00,70.00,209,174
-17.64,0.24,4.44,3.09,78.00,78.00,210,174
-17.83,0.22,4.05,2.73,86.00,86.00,210,174
-18.02,0.20,3.62,2.41,109.00,109.00,210,173
-17.99,0.17,3.19,2.05,116.00,116.00,209,172
-17.87,0.14,2.75,1.68,119.00,119.00,207,170
-17.80,0.12,2.26,1.30,127.00,127.00,205,167
-17.56,0.08,1.75,0.86,131.00,131.00,202,164
-17.10,0.05,1.22,0.44,127.00,127.00,198,160
-16.51,0.02,0.67,0.00,119.00,119.00,194,156
-15.93,-0.01,0.13,-0.48,116.00,116.00,189,150
-15.16,-0.05,-0.43,-0.98,111.00,111.00,183,145
-13.64,-0.08,-0.96,-1.45,78.00,78.00,177,139
-12.71,-0.11,-1.51,-1.90,72.00,72.00,170,132
-11.94,-0.14,-1.98,-2.30,77.00,77.00,163,126
-11.35,-0.17,-2.42,-2.72,81.00,81.00,157,119
-10.66,-0.19,-2.81,-3.01,81.00,81.00,150,113
-10.25,-0.21,-3.21,-3.36,71.00,71.00,143,107
-9.76,-0.24,-3.58,-3.67,99.00,99.00,136,100
-9.29,-0.25,-3.88,-3.94,106.00,106.00,128,93
-8.78,-0.28,-4.23,-4.24,107.00,107.00,120,86
-8.00,-0.30,-4.60,-4.53,97.00,97.00,112,78
-7.04,-0.32,-4.99,-4.86,86.00,86.00,103,70
-6.12,-0.34,-5.33,-5.14,78.00,78.00,94,62
-5.58,-0.36,-5.70,-5.45,83.00,83.00,85,53
-4.64,-0.38,-5.98,-5.72,74.00,74.00,76,44
-3.77,-0.40,-6.31,-6.03,45.00,45.00,66,35
-2.97,-0.42,-6.56,-6.21,68.00,68.00,57,27
-2.28,-0.43,-6.83,-6.44,72.00,72.00,47,18
-1.56,-0.44,-7.03,-6.61,66.00,66.00,38,9
-0.66,-0.46,-7.28,-6.83,58.00,58.00,28,0
0.80,-0.47,-7.45,-6.98,-30.00,-30.00,18,-8
1.52,-0.48,-7.64,-7.14,30.00,30.00,9,-17
2.32,-0.48,-7.71,-7.19,-34.00,-34.00,0,-25
3.06,-0.49,-7.79,-7.22,0.00,0.00,-8,-32
3.72,-0.49,-7.82,-7.22,-46.00,-46.00,-17,-40
4.11,-0.48,-7.78,-7.14,-39.00,-39.00,-24,-47
4.19,-0.48,-7.74,-7.02,45.00,45.00,-32,-53
4.24,-0.47,-7.65,-6.91,58.00,58.00,-39,-59
4.38,-0.47,-7.60,-6.86,62.00,62.00,-47,-66
4.58,-0.47,-7.58,-6.84,67.00,67.00,-55,-73
5.54,-0.47,-7.61,-6.87,44.00,44.00,-63,-81
6.38,-0.47,-7.58,-6.90,-43.00,-43.00,-71,-88
7.49,-0.47,-7.59,-6.87,0.00,0.00,-78,-95
8.26,-0.46,-7.49,-6.76,-82.00,-82.00,-86,-101
8.62,-0.46,-7.46,-6.68,-63.00,-63.00,-93,-107
8.40,-0.45,-7.28,-6.48,0.00,0.00,-99,-112
8.27,-0.44,-7.13,-6.26,36.00,36.00,-105,-116
8.40,-0.42,-6.93,-6.05,33.00,33.00,-111,-121
8.78,-0.41,-6.82,-5.89,0.00,0.00,-116,-125
9.11,-0.40,-6.71,-5.73,0.00,0.00,-122,-130
9.43,-0.40,-6.58,-5.59,0.00,0.00,-128,-134
10.10,-0.39,-6.49,-5.43,-71.00,-71.00,-134,-139
10.52,-0.38,-6.34,-5.27,-75.00,-75.00,-139,-142
10.73,-0.36,-6.16,-5.05,-68.00,-68.00,-144,-146
10.53,-0.35,-5.88,-4.76,-52.00,-52.00,-147,-148
10.31,-0.33,-5.58,-4.43,-43.00,-43.00,-150,-149
10.12,-0.30,-5.28,-4.10,-40.00,-40.00,-153,-150
9.97,-0.28,-4.94,-3.79,-38.00,-38.00,-155,-151
9.73,-0.26,-4.64,-3.48,-35.00,-35.00,-157,-152
9.48,-0.24,-4.32,-3.16,-30.00,-30.00,-158,-152
9.29,-0.22,-4.00,-2.84,-33.00,-33.00,-159,-152
9.25,-0.20,-3.70,-2.56,-40.00,-40.00,-160,-152
9.18,-0.19,-3.40,-2.30,-45.00,-45.00,-161,-152
9.30,-0.17,-3.11,-2.07,-60.00,-60.00,-161,-152
9.41,-0.15,-2.82,-1.86,-67.00,-67.00,-162,-152
9.66,-0.14,-2.51,-1.68,-80.00,-80.00,-161,-152
9.97,-0.12,-2.24,-1.49,-105.00,-105.00,-161,-152
10.21,-0.11,-1.92,-1.31,-114.00,-114.00,-160,-151
10.35,-0.09,-1.56,-1.06,-124.00,-124.00,-158,-150
10.01,-0.06,-1.19,-0.79,-111.00,-111.00,-156,-148
9.38,-0.04,-0.74,-0.45,-97.00,-97.00,-152,-145
8.90,-0.01,-0.31,-0.12,-96.00,-96.00,-148,-142
8.42,0.01,0.15,0.25,-93.00,-93.00,-144,-139
7.61,0.04,0.56,0.61,-81.00,-81.00,-139,-135
7.06,0.06,0.98,0.95,-78.00,-78.00,-134,-130
6.47,0.09,1.36,1.26,-77.00,-77.00,-129,-126
6.02,0.11,1.75,1.58,-82.00,-82.00,-124,-121
5.56,0.13,2.05,1.88,-82.00,-82.00,-118,-116
4.87,0.15,2.42,2.19,-73.00,-73.00,-113,-111
4.35,0.17,2.69,2.45,-75.00,-75.00,-107,-106
3.69,0.19,3.03,2.75,-51.00,-51.00,-101,-101
2.83,0.20,3.29,3.00,-59.00,-59.00,-95,-95
2.26,0.22,3.51,3.22,-64.00,-64.00,-89,-89
2.03,0.23,3.73,3.45,-67.00,-67.00,-83,-84
1.28,0.24,3.91,3.63,-59.00,-59.00,-77,-78
1.02,0.26,4.09,3.81,-67.00,-67.00,-71,-72
0.46,0.27,4.22,3.93,-62.00,-62.00,-65,-67
-0.09,0.28,4.40,4.11,-56.00,-56.00,-59,-61
-0.82,0.28,4.53,4.22,-47.00,-47.00,-53,-56
-1.33,0.29,4.67,4.32,-47.00,-47.00,-47,-50
-2.01,0.30,4.75,4.39,-36.00,-36.00,-41,-45
-2.66,0.30,4.85,4.50,30.00,30.00,-35,-39
-3.07,0.30,4.86,4.50,-30.00,-30.00,-30,-34
-3.25,0.30,4.87,4.48,-38.00,-38.00,-25,-30
-3.38,0.30,4.84,4.46,-49.00,-49.00,-20,-25
-3.52,0.30,4.85,4.46,-49.00,-49.00,-15,-21
-3.67,0.30,4.82,4.43,-53.00,-53.00,-10,-16
-4.01,0.30,4.84,4.46,-37.00,-37.00,-5,-12
-4.19,0.30,4.83,4.46,-52.00,-52.00,0,-7
-4.55,0.30,4.85,4.47,-51.00,-51.00,5,-2
-5.02,0.30,4.86,4.50,-37.00,-37.00,10,2
-5.42,0.30,4.85,4.50,-35.00,-35.00,15,7
-5.99,0.31,4.89,4.53,32.00,32.00,20,12
-6.45,0.30,4.85,4.50,40.00,40.00,25,17
-6.91,0.30,4.80,4.46,0.00,0.00,29,20
-7.42,0.29,4.65,4.32,59.00,59.00,33,24
-7.16,0.28,4.57,4.17,0.00,0.00,37,27
-6.82,0.27,4.44,4.02,-53.00,-53.00,40,29
-6.50,0.27,4.33,3.88,-67.00,-67.00,44,32
-6.46,0.26,4.25,3.80,-68.00,-68.00,48,36
-6.99,0.26,4.16,3.78,-37.00,-37.00,51,39
-7.70,0.25,4.09,3.72,48.00,48.00,55,43
-8.56,0.25,4.03,3.67,78.00,78.00,58,46
-8.33,0.24,3.91,3.49,0.00,0.00,61,48
-7.96,0.23,3.78,3.31,-46.00,-46.00,64,50
-7.63,0.22,3.66,3.17,-58.00,-58.00,67,52
-7.93,0.21,3.54,3.07,-35.00,-35.00,69,54
-8.40,0.21,3.42,3.00,0.00,0.00,72,56
-8.95,0.20,3.29,2.86,71.00,71.00,74,58
-9.49,0.19,3.13,2.70,86.00,86.00,76,59
-9.09,0.18,2.96,2.45,52.00,52.00,77,59
-8.68,0.16,2.71,2.18,37.00,37.00,77,59
-8.25,0.14,2.44,1.92,30.00,30.00,77,58
-8.12,0.13,2.20,1.65,37.00,37.00,77,58
-8.00,0.11,1.95,1.46,40.00,40.00,77,57
-7.98,0.10,1.76,1.27,47.00,47.00,77,57
-8.05,0.09,1.56,1.10,59.00,59.00,77,57
-8.19,0.08,1.40,0.96,68.00,68.00,77,56
-8.23,0.07,1.22,0.80,74.00,74.00,76,55
-8.36,0.05,1.02,0.64,75.00,75.00,75,55
-8.28,0.04,0.80,0.46,83.00,83.00,74,54
-8.13,0.03,0.60,0.30,82.00,82.00,73,52
-7.83,0.02,0.35,0.12,74.00,74.00,71,50
-7.63,0.00,0.12,0.00,73.00,73.00,69,48
-7.37,-0.01,-0.13,-0.21,71.00,71.00,66,46
-7.04,-0.03,-0.37,-0.41,70.00,70.00,64,44
-6.66,-0.04,-0.62,-0.63,66.00,66.00,60,41
-6.33,-0.05,-0.85,-0.80,63.00,63.00,58,39
-6.01,-0.07,-1.05,-0.98,62.00,62.00,54,36
-5.45,-0.08,-1.25,-1.15,51.00,51.00,51,33
-4.99,-0.09,-1.46,-1.29,46.00,46.00,48,30
-4.52,-0.10,-1.62,-1.43,43.00,43.00,45,28
-3.97,-0.11,-1.77,-1.55,33.00,33.00,41,25
-3.69,-0.11,-1.89,-1.64,34.00,34.00,38,22
-3.45,-0.12,-2.00,-1.70,30.00,30.00,35,20
-3.34,-0.13,-2.06,-1.79,42.00,42.00,32,17
-3.19,-0.13,-2.12,-1.83,43.00,43.00,29,15
-2.96,-0.13,-2.17,-1.86,41.00,41.00,27,13
-2.69,-0.13,-2.21,-1.89,37.00,37.00,24,11
-2.59,-0.13,-2.23,-1.91,42.00,42.00,21,8
-2.36,-0.14,-2.27,-1.91,39.00,39.00,19,6
-2.11,-0.14,-2.30,-1.93,34.00,34.00,16,4
-1.94,-0.14,-2.31,-1.93,34.00,34.00,13,2
-1.74,-0.14,-2.34,-1.93,33.00,33.00,11,0
-1.60,-0.14,-2.32,-1.93,32.00,32.00,8,-1
-1.49,-0.14,-2.33,-1.92,33.00,33.00,6,-3
-1.25,-0.14,-2.31,-1.90,0.00,0.00,4,-5
-1.14,-0.13,-2.29,-1.85,0.00,0.00,2,-7
-1.17,-0.13,-2.23,-1.81,37.00,37.00,0,-8
-1.23,-0.13,-2.17,-1.75,42.00,42.00,-1,-9
-1.19,-0.12,-2.11,-1.66,37.00,37.00,-3,-10
-1.04,-0.12,-2.08,-1.60,0.00,0.00,-5,-11
-1.00,-0.12,-2.04,-1.53,36.00,36.00,-6,-12
-0.94,-0.11,-1.95,-1.45,0.00,0.00,-8,-13
-0.97,-0.11,-1.90,-1.38,36.00,36.00,-9,-13
-1.01,-0.10,-1.83,-1.29,39.00,39.00,-10,-14
-0.87,-0.10,-1.76,-1.18,0.00,0.00,-11,-14
-0.84,-0.09,-1.68,-1.11,0.00,0.00,-12,-15
-0.88,-0.08,-1.59,-1.02,0.00,0.00,-13,-15
-0.92,-0.08,-1.48,-0.92,0.00,0.00,-14,-15
-0.95,-0.07,-1.38,-0.83,0.00,0.00,-14,-15
-0.98,-0.06,-1.24,-0.75,0.00,0.00,-14,-15
-0.94,-0.06,-1.14,-0.67,0.00,0.00,-14,-15
-0.85,-0.05,-1.02,-0.60,-39.00,-39.00,-14,-15
-0.67,-0.05,-0.90,-0.54,-49.00,-49.00,-14,-15
-0.45,-0.04,-0.74,-0.44,-62.00,-62.00,-13,-14
-0.24,-0.03,-0.57,-0.30,-71.00,-71.00,-12,-13
-0.75,-0.02,-0.39,-0.13,-48.00,-48.00,-11,-12
-1.22,-0.01,-0.23,0.00,-31.00,-31.00,-10,-10
-1.52,0.01,0.00,0.17,-33.00,-33.00,-8,-9
-1.77,0.01,0.17,0.27,-31.00,-31.00,-6,-7
-2.23,0.02,0.32,0.38,0.00,0.00,-4,-6
-2.49,0.03,0.40,0.47,0.00,0.00,-3,-5
-2.65,0.03,0.46,0.51,0.00,0.00,-2,-4
-2.66,0.03,0.51,0.56,0.00,0.00,-1,-3
-2.53,0.04,0.55,0.53,0.00,0.00,0,-2
-2.25,0.03,0.54,0.52,-53.00,-53.00,0,-2
-2.26,0.03,0.56,0.47,-50.00,-50.00,0,-2
-1.98,0.03,0.55,0.42,-60.00,-60.00,1,-2
-2.09,0.03,0.59,0.40,-50.00,-50.00,2,-2
-2.19,0.03,0.60,0.43,-46.00,-46.00,3,-1
-2.32,0.04,0.66,0.44,-43.00,-43.00,4,-1
-2.55,0.04,0.71,0.46,-35.00,-35.00,5,0
-2.74,0.04,0.74,0.47,30.00,30.00,6,0
-2.79,0.04,0.76,0.47,-33.00,-33.00,7,0
-2.74,0.04,0.76,0.42,-40.00,-40.00,8,0
-2.81,0.04,0.75,0.38,-37.00,-37.00,8,0
-2.80,0.03,0.72,0.34,-38.00,-38.00,9,1
-2.89,0.03,0.72,0.33,-33.00,-33.00,10,1
-2.92,0.03,0.67,0.30,-32.00,-32.00,10,1
-2.91,0.03,0.68,0.27,-33.00,-33.00,11,1
-2.99,0.03,0.63,0.24,0.00,0.00,11,1
-2.97,0.03,0.59,0.22,0.00,0.00,11,1
-3.05,0.02,0.54,0.20,0.00,0.00,11,1
-3.13,0.02,0.48,0.18,0.00,0.00,11,1
-3.23,0.02,0.43,0.16,0.00,0.00,11,1
-3.34,0.02,0.39,0.14,45.00,45.00,11,1
-3.49,0.01,0.33,0.11,53.00,53.00,11,0
-3.60,0.01,0.25,0.00,58.00,58.00,10,0
-3.70,-0.00,0.00,-0.12,71.00,71.00,9,-1
-3.16,-0.01,-0.12,-0.23,35.00,35.00,8,-2
-2.77,-0.02,-0.23,-0.30,-30.00,-30.00,6,-3
-2.43,-0.02,-0.32,-0.36,0.00,0.00,5,-4
-2.31,-0.03,-0.39,-0.40,0.00,0.00,4,-5
-2.36,-0.03,-0.42,-0.38,0.00,0.00,4,-5
-2.46,-0.02,-0.42,-0.34,42.00,42.00,3,-5
-2.38,-0.02,-0.43,-0.31,0.00,0.00,3,-5
-2.44,-0.02,-0.41,-0.28,40.00,40.00,2,-5
-2.53,-0.02,-0.39,-0.25,42.00,42.00,2,-5
-2.55,-0.02,-0.38,-0.23,41.00,41.00,2,-5
-2.56,-0.02,-0.34,-0.20,40.00,40.00,2,-5
-2.61,-0.02,-0.31,-0.18,42.00,42.00,2,-5
-2.53,-0.01,-0.28,-0.16,37.00,37.00,2,-5
-2.43,-0.01,-0.25,-0.15,0.00,0.00,2,-5
-2.38,-0.01,-0.22,-0.13,0.00,0.00,2,-5
-2.28,-0.01,-0.20,-0.12,0.00,0.00,2,-5
-2.20,-0.01,-0.18,-0.11,0.00,0.00,2,-5
-2.09,-0.01,-0.16,0.00,-41.00,-41.00,2,-5
-2.00,-0.00,-0.15,0.00,-45.00,-45.00,2,-5
-1.87,0.00,0.00,0.00,-52.00,-52.00,2,-4
-1.77,0.00,0.00,0.00,-58.00,-58.00,4,-3
-2.12,0.01,0.12,0.12,-37.00,-37.00,5,-2
-2.70,0.01,0.18,0.20,0.00,0.00,6,-1
-3.03,0.02,0.26,0.28,50.00,50.00,6,0
-3.21,0.02,0.28,0.27,52.00,52.00,7,0
-2.91,0.02,0.23,0.25,0.00,0.00,7,0
-2.65,0.01,0.20,0.15,0.00,0.00,7,-1
-2.54,0.01,0.18,0.11,-38.00,-38.00,7,-1
-2.51,0.01,0.16,0.00,0.00,0.00,7,-1
-2.47,0.00,0.15,0.00,-36.00,-36.00,7,-1
-2.42,0.01,0.16,0.00,-37.00,-37.00,7,0
-2.42,0.00,0.14,0.00,-37.00,-37.00,7,0
-2.46,0.00,0.15,0.00,-37.00,-37.00,7,0
-2.65,0.01,0.21,0.00,0.00,0.00,8,0
-2.98,0.01,0.24,0.00,0.00,0.00,8,0
-3.13,0.01,0.24,0.00,45.00,45.00,9,0
-3.19,0.01,0.19,0.00,47.00,47.00,8,0
-3.30,0.00,0.12,0.00,55.00,55.00,8,0
-3.37,0.00,0.00,0.00,60.00,60.00,7,-1
-2.99,0.00,0.00,0.00,-31.00,-31.00,6,-2
-2.77,0.00,0.00,0.00,-30.00,-30.00,5,-2
-2.75,0.00,0.00,0.00,0.00,0.00,5,-3
-2.92,0.00,0.00,0.00,47.00,47.00,5,-3
-3.10,0.00,0.00,0.00,56.00,56.00,5,-3
-3.18,0.00,0.00,0.00,53.00,53.00,4,-3
-3.26,0.00,0.00,0.00,59.00,59.00,3,-4
-3.05,0.00,0.00,0.00,37.00,37.00,2,-4
-2.83,0.00,0.00,0.00,30.00,30.00,2,-5
-2.72,-0.00,-0.12,0.00,38.00,38.00,1,-6
-2.73,-0.01,-0.20,0.00,41.00,41.00,0,-6
-2.40,-0.01,-0.25,0.00,0.00,0.00,0,-6
-2.19,-0.01,-0.28,0.00,0.00,0.00,-1,-7
-2.11,-0.01,-0.30,0.00,0.00,0.00,-1,-7
-1.93,-0.01,-0.27,0.00,-40.00,-40.00,-1,-7
-1.86,-0.01,-0.24,0.00,-43.00,-43.00,-1,-6
-1.66,-0.01,-0.19,0.00,-53.00,-53.00,-1,-6
-1.36,0.00,0.00,0.00,-69.00,-69.00,0,-5
-1.61,0.01,0.12,0.12,-56.00,-56.00,1,-4
-2.25,0.01,0.20,0.23,37.00,37.00,2,-3
-2.53,0.02,0.30,0.30,0.00,0.00,3,-2
-2.53,0.02,0.32,0.32,-35.00,-35.00,3,-1
-2.20,0.02,0.35,0.33,-60.00,-60.00,4,-1
-1.67,0.03,0.42,0.37,-88.00,-88.00,5,0
-1.94,0.03,0.52,0.41,-71.00,-71.00,7,0
-1.54,0.03,0.56,0.48,-97.00,-97.00,8,1
-1.34,0.04,0.70,0.56,-110.00,-110.00,10,3
-0.68,0.05,0.79,0.71,-142.00,-142.00,11,5
-0.64,0.06,1.00,0.93,-144.00,-144.00,15,8
-0.60,0.08,1.23,1.22,-157.00,-157.00,18,13
-0.71,0.10,1.59,1.62,-165.00,-165.00,24,18
-0.94,0.13,1.97,2.03,-172.00,-172.00,29,25
-1.24,0.16,2.49,2.59,-178.00,-178.00,37,33
-2.08,0.20,3.00,3.16,-172.00,-172.00,45,42
-3.49,0.24,3.63,3.82,-149.00,-149.00,55,52
-4.53,0.28,4.24,4.48,-146.00,-146.00,66,63
-5.79,0.33,4.94,5.20,-142.00,-142.00,78,76
-7.04,0.37,5.54,5.89,-137.00,-137.00,89,88
-8.21,0.42,6.24,6.61,-141.00,-141.00,103,102
-9.29,0.46,6.84,7.24,-141.00,-141.00,116,117
-10.68,0.50,7.51,7.92,-95.00,-95.00,130,131
-12.07,0.54,8.14,8.60,-134.00,-134.00,144,146
-12.95,0.58,8.66,9.19,-112.00,-112.00,158,162
-14.14,0.62,9.22,9.82,-90.00,-90.00,174,178
-15.58,0.65,9.72,10.39,-42.00,-42.00,189,194
-17.25,0.69,10.25,10.92,81.00,81.00,204,211
-19.11,0.71,10.58,11.25,149.00,149.00,218,225
-18.98,0.72,10.76,11.39,103.00,103.00,231,238
-17.84,0.71,10.64,11.22,-47.00,-47.00,240,248
-16.63,0.70,10.50,11.05,-97.00,-97.00,250,258
-15.32,0.69,10.33,10.90,-135.00,-135.00,260,268
-14.88,0.69,10.37,10.88,-132.00,-132.00,271,280
-15.47,0.69,10.35,10.86,-68.00,-68.00,282,291
-16.43,0.69,10.46,10.92,34.00,34.00,294,303
-17.47,0.70,10.50,10.89,0.00,0.00,306,315
-17.41,0.70,10.55,10.85,0.00,0.00,317,325
-18.63,0.70,10.66,10.81,113.00,113.00,329,336
-19.72,0.69,10.60,10.68,147.00,147.00,339,346
-19.48,0.68,10.39,10.43,97.00,97.00,348,354
-18.41,0.65,9.97,9.91,34.00,34.00,354,359
-17.23,0.61,9.55,9.34,-68.00,-68.00,360,364
-16.54,0.58,9.14,8.81,-82.00,-82.00,366,368
-16.35,0.56,8.84,8.43,-75.00,-75.00,373,373
-16.33,0.55,8.65,8.14,-60.00,-60.00,380,379
-17.54,0.53,8.52,7.87,0.00,0.00,388,385
-18.81,0.52,8.38,7.61,124.00,124.00,395,390
-20.63,0.50,8.16,7.30,194.00,194.00,401,395
-20.12,0.47,7.77,6.78,116.00,116.00,405,396
-19.04,0.43,7.26,6.10,41.00,41.00,408,396
-17.66,0.39,6.65,5.45,0.00,0.00,409,396
-17.01,0.36,6.11,4.83,-64.00,-64.00,410,395
-16.88,0.32,5.63,4.35,-52.00,-52.00,412,395
-17.00,0.30,5.29,3.96,-34.00,-34.00,414,396
-17.63,0.28,5.00,3.66,0.00,0.00,417,397
-18.67,0.26,4.74,3.39,111.00,111.00,419,398
-19.80,0.24,4.43,3.07,155.00,155.00,421,398
-19.86,0.22,4.04,2.70,125.00,125.00,421,397
-20.07,0.19,3.54,2.24,124.00,124.00,420,395
-20.05,0.15,3.02,1.75,120.00,120.00,418,392
-20.05,0.12,2.48,1.24,115.00,115.00,415,388
-19.78,0.09,1.92,0.76,105.00,105.00,412,384
-19.77,0.05,1.37,0.26,109.00,109.00,408,380
-19.84,0.02,0.88,-0.20,112.00,112.00,404,375
-20.01,-0.01,0.36,-0.65,123.00,123.00,400,370
-19.89,-0.04,-0.13,-1.09,126.00,126.00,395,365
-19.77,-0.07,-0.64,-1.55,133.00,133.00,390,359
-19.66,-0.10,-1.12,-2.01,137.00,137.00,383,352
-19.65,-0.13,-1.66,-2.48,134.00,134.00,377,345
-19.52,-0.17,-2.20,-2.99,150.00,150.00,369,337
-19.45,-0.20,-2.72,-3.46,157.00,157.00,361,329
-19.10,-0.24,-3.31,-3.99,150.00,150.00,352,319
-18.56,-0.27,-3.86,-4.50,137.00,137.00,343,310
-17.94,-0.31,-4.47,-5.02,126.00,126.00,332,299
-17.48,-0.34,-4.97,-5.52,126.00,126.00,322,289
-16.92,-0.38,-5.55,-6.06,116.00,116.00,311,278
-16.16,-0.41,-6.06,-6.50,107.00,107.00,300,267
-15.83,-0.44,-6.57,-6.99,112.00,112.00,288,254
-15.52,-0.47,-7.03,-7.36,103.00,103.00,276,243
-15.70,-0.50,-7.50,-7.79,136.00,136.00,263,231
-15.42,-0.52,-7.91,-8.11,157.00,157.00,251,219
-15.33,-0.55,-8.41,-8.53,190.00,190.00,238,206
-14.90,-0.58,-8.83,-8.89,200.00,200.00,224,193
-14.06,-0.61,-9.39,-9.38,206.00,206.00,209,178
-13.12,-0.64,-9.95,-9.87,204.00,204.00,192,162
-11.38,-0.69,-10.61,-10.49,131.00,131.00,176,146
-9.88,-0.73,-11.26,-11.08,170.00,170.00,157,129
-8.06,-0.76,-11.80,-11.57,156.00,156.00,140,112
-5.77,-0.80,-12.43,-12.15,72.00,72.00,121,94
-4.26,-0.83,-12.97,-12.62,120.00,120.00,102,76
-2.42,-0.87,-13.53,-13.14,115.00,115.00,82,58
-0.60,-0.89,-13.96,-13.49,88.00,88.00,64,40
1.23,-0.92,-14.47,-13.93,71.00,71.00,44,21
2.95,-0.94,-14.80,-14.25,62.00,62.00,25,3
5.05,-0.97,-15.20,-14.61,37.00,37.00,5,-15
6.75,-0.98,-15.44,-14.84,-39.00,-39.00,-13,-32
8.40,-1.00,-15.71,-15.04,-56.00,-56.00,-31,-50
10.58,-1.00,-15.75,-15.06,-100.00,-100.00,-48,-66
11.21,-1.00,-15.80,-15.03,-53.00,-53.00,-65,-81
11.27,-0.99,-15.62,-14.82,67.00,67.00,-80,-95
11.38,-0.98,-15.51,-14.69,61.00,61.00,-95,-109
11.85,-0.98,-15.41,-14.60,36.00,36.00,-110,-123
12.58,-0.97,-15.27,-14.45,0.00,0.00,-125,-137
13.88,-0.96,-15.20,-14.29,-122.00,-122.00,-140,-151
14.63,-0.94,-15.01,-14.00,-132.00,-132.00,-154,-162
14.24,-0.92,-14.70,-13.62,-66.00,-66.00,-166,-173
12.64,-0.88,-14.11,-13.09,0.00,0.00,-175,-181
11.29,-0.85,-13.60,-12.57,110.00,110.00,-184,-189
10.21,-0.82,-13.12,-12.07,141.00,141.00,-194,-198
9.55,-0.80,-12.88,-11.82,147.00,147.00,-205,-208
10.83,-0.79,-12.66,-11.66,57.00,57.00,-217,-219
12.16,-0.79,-12.61,-11.56,-62.00,-62.00,-229,-230
13.94,-0.77,-12.44,-11.38,-137.00,-137.00,-241,-240
14.18,-0.76,-12.27,-11.15,-104.00,-104.00,-252,-249
13.37,-0.73,-11.85,-10.72,-36.00,-36.00,-260,-256
12.29,-0.71,-11.40,-10.29,63.00,63.00,-268,-263
11.65,-0.68,-10.96,-9.83,77.00,77.00,-275,-269
11.44,-0.65,-10.64,-9.50,68.00,68.00,-283,-275
11.64,-0.64,-10.41,-9.26,46.00,46.00,-292,-283
12.44,-0.63,-10.20,-9.05,0.00,0.00,-301,-291
13.54,-0.61,-10.02,-8.88,-111.00,-111.00,-309,-299
15.07,-0.60,-9.70,-8.64,-171.00,-171.00,-316,-305
14.74,-0.57,-9.28,-8.27,-102.00,-102.00,-322,-310
13.13,-0.53,-8.69,-7.71,49.00,49.00,-325,-312
12.53,-0.50,-8.13,-7.13,0.00,0.00,-328,-314
11.95,-0.46,-7.65,-6.63,65.00,65.00,-332,-317
11.78,-0.44,-7.24,-6.23,58.00,58.00,-336,-319
12.18,-0.42,-6.90,-5.89,30.00,30.00,-340,-323
12.85,-0.40,-6.63,-5.68,-65.00,-65.00,-344,-326
